x, y, t, p, sqrt(u^2+v^2), u, v
2.2, 0.05863, 1, 0, 0.991643, 0.991595, -0.00978546
2.2, 0.07831, 1, 0, 1.11157, 1.11157, -0.00348748
2.2, 0.09799, 1, 0, 1.16793, 1.16793, -0.00115682
2.2, 0.11726, 1, 0, 1.19017, 1.19017, 0.000156197
2.2, 0.13694, 1, 0, 1.19827, 1.19827, 0.000462925
2.2, 0.15621, 1, 0, 1.20072, 1.20072, 0.000556031
2.2, 0.17589, 1, 0, 1.20143, 1.20143, 0.000548918
2.2, 0.19557, 1, 0, 1.20158, 1.20158, 0.000554548
2.2, 0.21484, 1, 0, 1.20159, 1.20159, 0.000566296
2.2, 0.23452, 1, 0, 1.20141, 1.20141, 0.000617196
2.2, 0.2542, 1, 0, 1.2007, 1.2007, 0.000656938
2.2, 0.27347, 1, 0, 1.19824, 1.19824, 0.000906779
2.2, 0.29315, 1, 0, 1.18995, 1.18995, 0.00128841
2.2, 0.31242, 1, 0, 1.16729, 1.16729, 0.00277475
2.2, 0.3321, 1, 0, 1.11101, 1.111, 0.00543111
2.2, 0.35178, 1, 0, 0.989011, 0.988933, 0.01246
2.2, 0.37105, 1, 0, 0.776463, 0.776113, 0.0233229
2.2, 0.39073, 1, 0, 0.441147, 0.437956, 0.0529614
2.178, 0.41, 1, 0.0331291, 0, 0, 0
2.1582, 0.41, 1, 0.0669813, 0, 0, 0
2.1384, 0.41, 1, 0.0983391, 0, 0, 0
2.1186, 0.41, 1, 0.132138, 0, 0, 0
2.0988, 0.41, 1, 0.165985, 0, 0, 0
2.079, 0.41, 1, 0.200279, 0, 0, 0
2.0592, 0.41, 1, 0.23525, 0, 0, 0
2.0394, 0.41, 1, 0.270751, 0, 0, 0
2.0196, 0.41, 1, 0.306797, 0, 0, 0
1.9998, 0.41, 1, 0.343515, 0, 0, 0
1.9778, 0.41, 1, 0.384691, 0, 0, 0
1.958, 0.41, 1, 0.422545, 0, 0, 0
1.9382, 0.41, 1, 0.460907, 0, 0, 0
1.9184, 0.41, 1, 0.499859, 0, 0, 0
1.8986, 0.41, 1, 0.539384, 0, 0, 0
1.8788, 0.41, 1, 0.579489, 0, 0, 0
1.859, 0.41, 1, 0.620192, 0, 0, 0
1.8392, 0.41, 1, 0.661489, 0, 0, 0
1.8194, 0.41, 1, 0.703384, 0, 0, 0
1.7996, 0.41, 1, 0.745874, 0, 0, 0
1.7798, 0.41, 1, 0.789067, 0, 0, 0
1.7578, 0.41, 1, 0.837506, 0, 0, 0
1.738, 0.41, 1, 0.881944, 0, 0, 0
1.7182, 0.41, 1, 0.926934, 0, 0, 0
1.6984, 0.41, 1, 0.972535, 0, 0, 0
1.6786, 0.41, 1, 1.01873, 0, 0, 0
1.6588, 0.41, 1, 1.06553, 0, 0, 0
1.639, 0.41, 1, 1.11291, 0, 0, 0
1.6192, 0.41, 1, 1.16089, 0, 0, 0
1.5994, 0.41, 1, 1.20946, 0, 0, 0
1.5796, 0.41, 1, 1.2586, 0, 0, 0
1.5598, 0.41, 1, 1.30843, 0, 0, 0
1.5378, 0.41, 1, 1.36421, 0, 0, 0
1.518, 0.41, 1, 1.41524, 0, 0, 0
1.4982, 0.41, 1, 1.46681, 0, 0, 0
1.4784, 0.41, 1, 1.51898, 0, 0, 0
1.4586, 0.41, 1, 1.57175, 0, 0, 0
1.4388, 0.41, 1, 1.62516, 0, 0, 0
1.419, 0.41, 1, 1.67923, 0, 0, 0
1.3992, 0.41, 1, 1.73399, 0, 0, 0
1.3794, 0.41, 1, 1.7895, 0, 0, 0
1.3596, 0.41, 1, 1.84579, 0, 0, 0
1.3398, 0.41, 1, 1.90299, 0, 0, 0
1.3178, 0.41, 1, 1.96717, 0, 0, 0
1.298, 0.41, 1, 2.02591, 0, 0, 0
1.2782, 0.41, 1, 2.08511, 0, 0, 0
1.2584, 0.41, 1, 2.14453, 0, 0, 0
1.2386, 0.41, 1, 2.20373, 0, 0, 0
1.2188, 0.41, 1, 2.26226, 0, 0, 0
1.199, 0.41, 1, 2.31965, 0, 0, 0
1.1792, 0.41, 1, 2.37556, 0, 0, 0
1.1594, 0.41, 1, 2.42991, 0, 0, 0
1.1396, 0.41, 1, 2.48292, 0, 0, 0
1.1198, 0.41, 1, 2.53517, 0, 0, 0
1.0978, 0.41, 1, 2.59271, 0, 0, 0
1.078, 0.41, 1, 2.64455, 0, 0, 0
1.0582, 0.41, 1, 2.69616, 0, 0, 0
1.0384, 0.41, 1, 2.74708, 0, 0, 0
1.0186, 0.41, 1, 2.79658, 0, 0, 0
0.9988, 0.41, 1, 2.84402, 0, 0, 0
0.979, 0.41, 1, 2.88903, 0, 0, 0
0.9592, 0.41, 1, 2.93159, 0, 0, 0
0.9394, 0.41, 1, 2.972, 0, 0, 0
0.9196, 0.41, 1, 3.01085, 0, 0, 0
0.8998, 0.41, 1, 3.04877, 0, 0, 0
0.8778, 0.41, 1, 3.09173, 0, 0, 0
0.858, 0.41, 1, 3.13149, 0, 0, 0
0.8382, 0.41, 1, 3.17359, 0, 0, 0
0.8184, 0.41, 1, 3.21887, 0, 0, 0
0.7986, 0.41, 1, 3.26795, 0, 0, 0
0.7788, 0.41, 1, 3.3211, 0, 0, 0
0.759, 0.41, 1, 3.37811, 0, 0, 0
0.7392, 0.41, 1, 3.43829, 0, 0, 0
0.7194, 0.41, 1, 3.50062, 0, 0, 0
0.6996, 0.41, 1, 3.5639, 0, 0, 0
0.6798, 0.41, 1, 3.62683, 0, 0, 0
0.6578, 0.41, 1, 3.69519, 0, 0, 0
0.638, 0.41, 1, 3.75423, 0, 0, 0
0.6182, 0.41, 1, 3.81057, 0, 0, 0
0.5984, 0.41, 1, 3.86379, 0, 0, 0
0.5786, 0.41, 1, 3.91388, 0, 0, 0
0.5588, 0.41, 1, 3.96092, 0, 0, 0
0.539, 0.41, 1, 4.00526, 0, 0, 0
0.5192, 0.41, 1, 4.04739, 0, 0, 0
0.4994, 0.41, 1, 4.08817, 0, 0, 0
0.4796, 0.41, 1, 4.12847, 0, 0, 0
0.4598, 0.41, 1, 4.1695, 0, 0, 0
0.4378, 0.41, 1, 4.21669, 0, 0, 0
0.418, 0.41, 1, 4.2628, 0, 0, 0
0.3982, 0.41, 1, 4.31306, 0, 0, 0
0.3784, 0.41, 1, 4.36813, 0, 0, 0
0.3586, 0.41, 1, 4.42984, 0, 0, 0
0.3388, 0.41, 1, 4.49775, 0, 0, 0
0.319, 0.41, 1, 4.57236, 0, 0, 0
0.2992, 0.41, 1, 4.65606, 0, 0, 0
0.2794, 0.41, 1, 4.7447, 0, 0, 0
0.2596, 0.41, 1, 4.84161, 0, 0, 0
0.2398, 0.41, 1, 4.94838, 0, 0, 0
0.2178, 0.41, 1, 5.05321, 0, 0, 0
0.198, 0.41, 1, 5.1592, 0, 0, 0
0.1782, 0.41, 1, 5.24167, 0, 0, 0
0.1584, 0.41, 1, 5.32828, 0, 0, 0
0.1386, 0.41, 1, 5.3891, 0, 0, 0
0.1188, 0.41, 1, 5.44891, 0, 0, 0
0.099, 0.41, 1, 5.48587, 0, 0, 0
0.0792, 0.41, 1, 5.51688, 0, 0, 0
0.0594, 0.41, 1, 5.53665, 0, 0, 0
0.0396, 0.41, 1, 5.54734, 0, 0, 0
0.0198, 0.41, 1, 5.55397, 0, 0, 0
0.219134, 0.153806, 1, 4.12056, 0, 0, 0
0.235355, 0.164645, 1, 4.34876, 0, 0, 0
0.246194, 0.180866, 1, 4.37188, 0, 0, 0
0.246194, 0.219134, 1, 4.34841, 0, 0, 0
0.235355, 0.235355, 1, 4.30879, 0, 0, 0
0.219134, 0.246194, 1, 4.0712, 0, 0, 0
0.180866, 0.246194, 1, 4.16248, 0, 0, 0
0.164645, 0.235355, 1, 5.30378, 0, 0, 0
0.153806, 0.219134, 1, 6.58586, 0, 0, 0
0.153806, 0.180866, 1, 6.57741, 0, 0, 0
0.164645, 0.164645, 1, 5.30086, 0, 0, 0
0.180866, 0.153806, 1, 4.14942, 0, 0, 0
0.034267, 0.016664, 1, 5.54898, 0.250277, 0.250126, -0.00868141
0.052131, 0.017965, 1, 5.53934, 0.290394, 0.290137, -0.0122138
0.071765, 0.017624, 1, 5.52558, 0.329229, 0.328546, -0.0211998
0.091593, 0.017364, 1, 5.49761, 0.369075, 0.368542, -0.0198164
0.111425, 0.017378, 1, 5.46582, 0.439836, 0.438734, -0.0311038
0.131231, 0.017513, 1, 5.41591, 0.519438, 0.518337, -0.0337925
0.151131, 0.017657, 1, 5.35192, 0.599777, 0.599097, -0.0285367
0.171052, 0.017676, 1, 5.27692, 0.698956, 0.69758, -0.0438355
0.191056, 0.017517, 1, 5.18431, 0.767955, 0.767606, -0.0231356
0.211421, 0.017182, 1, 5.08705, 0.843265, 0.842651, -0.0321686
0.231793, 0.017181, 1, 4.98162, 0.890185, 0.89014, -0.00887898
0.251783, 0.017267, 1, 4.87995, 0.94201, 0.941934, -0.0119501
0.271637, 0.017391, 1, 4.78107, 0.968641, 0.968639, -0.00185746
0.291455, 0.017469, 1, 4.68806, 0.980005, 0.979995, 0.00440526
0.311284, 0.017481, 1, 4.60272, 0.97645, 0.976421, 0.0074159
0.331127, 0.017455, 1, 4.52371, 0.956771, 0.956678, 0.0132845
0.350991, 0.01745, 1, 4.45121, 0.927182, 0.92704, 0.0162109
0.370891, 0.01741, 1, 4.38465, 0.884881, 0.884652, 0.020161
0.390845, 0.017372, 1, 4.32358, 0.832487, 0.832167, 0.0231027
0.4109, 0.017327, 1, 4.26638, 0.770948, 0.770515, 0.0258298
0.431317, 0.017193, 1, 4.21212, 0.69672, 0.696217, 0.0264543
0.451692, 0.017298, 1, 4.16083, 0.627452, 0.626832, 0.0278914
0.471716, 0.017319, 1, 4.11181, 0.554099, 0.553414, 0.0275403
0.491616, 0.017325, 1, 4.06405, 0.481385, 0.48068, 0.0260422
0.511461, 0.01733, 1, 4.01675, 0.412385, 0.411697, 0.0238157
0.531297, 0.017338, 1, 3.96952, 0.349286, 0.348646, 0.0211323
0.551143, 0.017346, 1, 3.92231, 0.293514, 0.292949, 0.0181973
0.57101, 0.017354, 1, 3.87517, 0.245802, 0.24533, 0.0152206
0.590905, 0.017355, 1, 3.82835, 0.206344, 0.205978, 0.0122767
0.610853, 0.017346, 1, 3.78201, 0.174941, 0.174689, 0.00938675
0.630904, 0.017315, 1, 3.73618, 0.151032, 0.150875, 0.00688358
0.651322, 0.01719, 1, 3.68997, 0.13248, 0.132414, 0.00418398
0.671698, 0.017301, 1, 3.64409, 0.122775, 0.12275, 0.00246742
0.691719, 0.017322, 1, 3.59831, 0.115909, 0.115899, 0.00148614
0.711608, 0.017327, 1, 3.55122, 0.110861, 0.110856, 0.00108312
0.731462, 0.017332, 1, 3.50206, 0.106386, 0.10638, 0.00112626
0.7513, 0.017338, 1, 3.45055, 0.101889, 0.101881, 0.00131513
0.771147, 0.017347, 1, 3.39684, 0.0974432, 0.0974327, 0.00143133
0.791014, 0.017354, 1, 3.34142, 0.0934412, 0.0934312, 0.00136334
0.810911, 0.017357, 1, 3.28502, 0.0905798, 0.0905742, 0.00101082
0.830861, 0.017352, 1, 3.22848, 0.0896515, 0.0896509, 0.000329483
0.850927, 0.017325, 1, 3.17269, 0.091594, 0.0915905, -0.000803447
0.87132, 0.017198, 1, 3.11802, 0.0965724, 0.096549, -0.00212377
0.891711, 0.017305, 1, 3.06606, 0.10841, 0.108329, -0.00417771
0.911717, 0.017325, 1, 3.01783, 0.123249, 0.123124, -0.00555361
0.931616, 0.017328, 1, 2.97193, 0.141467, 0.141304, -0.00678639
0.951469, 0.017328, 1, 2.92794, 0.162588, 0.162397, -0.00788208
0.971301, 0.017335, 1, 2.88564, 0.18679, 0.186569, -0.00908509
0.991145, 0.017344, 1, 2.84491, 0.214161, 0.213909, -0.0103909
1.01101, 0.017351, 1, 2.80541, 0.244504, 0.244229, -0.0116096
1.0309, 0.017355, 1, 2.76618, 0.276793, 0.276519, -0.0123256
1.05086, 0.017352, 1, 2.72579, 0.309115, 0.308876, -0.0121422
1.07091, 0.017322, 1, 2.68252, 0.338654, 0.338475, -0.0109857
1.09131, 0.017196, 1, 2.63468, 0.362374, 0.362271, -0.00863346
1.1117, 0.017306, 1, 2.58225, 0.384146, 0.384093, -0.00635052
1.13171, 0.017322, 1, 2.52678, 0.397466, 0.397446, -0.00403748
1.15161, 0.017327, 1, 2.46844, 0.404864, 0.404859, -0.00201752
1.17147, 0.017329, 1, 2.408, 0.407751, 0.40775, -0.000500928
1.19131, 0.017334, 1, 2.34637, 0.407569, 0.407569, 0.000507823
1.21115, 0.017345, 1, 2.28431, 0.405645, 0.405643, 0.00105481
1.23101, 0.017352, 1, 2.2224, 0.402738, 0.402736, 0.00127443
1.25091, 0.017357, 1, 2.16101, 0.399586, 0.399584, 0.00125165
1.27086, 0.017349, 1, 2.10035, 0.39641, 0.396409, 0.00112116
1.29091, 0.017319, 1, 2.04032, 0.393174, 0.393174, 0.000856417
1.31132, 0.017195, 1, 1.98031, 0.388666, 0.388666, 0.000632446
1.3317, 0.017303, 1, 1.92134, 0.389413, 0.389413, 0.000521514
1.35172, 0.017322, 1, 1.86417, 0.388864, 0.388864, 0.000320415
1.37161, 0.017326, 1, 1.80818, 0.388334, 0.388334, 0.00019086
1.39147, 0.01733, 1, 1.75297, 0.388096, 0.388096, 9.37822e-05
1.4113, 0.017334, 1, 1.69844, 0.388051, 0.388051, 2.96921e-05
1.43115, 0.017341, 1, 1.64449, 0.388183, 0.388183, -3.74201e-06
1.45101, 0.017352, 1, 1.59105, 0.388484, 0.388484, -3.04699e-05
1.4709, 0.017356, 1, 1.53809, 0.388673, 0.388673, -4.90901e-05
1.49085, 0.017352, 1, 1.48553, 0.388712, 0.388712, -3.33712e-05
1.5109, 0.017322, 1, 1.43323, 0.388149, 0.388149, -8.84435e-05
1.53131, 0.017198, 1, 1.38064, 0.385788, 0.385788, -6.22066e-05
1.55169, 0.017307, 1, 1.32869, 0.388103, 0.388103, 7.75503e-06
1.57171, 0.017324, 1, 1.27815, 0.388559, 0.388559, -2.23884e-05
1.59162, 0.017327, 1, 1.22852, 0.388678, 0.388678, -1.9269e-05
1.61146, 0.017333, 1, 1.17961, 0.388861, 0.388861, -1.59679e-05
1.6313, 0.017339, 1, 1.13129, 0.389031, 0.389031, -1.03755e-05
1.65115, 0.017346, 1, 1.08355, 0.389215, 0.389215, -8.13405e-06
1.67101, 0.017353, 1, 1.03636, 0.389387, 0.389387, -1.28807e-06
1.69091, 0.017355, 1, 0.989703, 0.389445, 0.389445, -1.0477e-05
1.71085, 0.017347, 1, 0.943549, 0.389292, 0.389292, 1.2253e-05
1.73091, 0.017318, 1, 0.897726, 0.388635, 0.388635, -4.43047e-05
1.75131, 0.017192, 1, 0.851851, 0.386126, 0.386126, -2.48224e-05
1.7717, 0.017304, 1, 0.806599, 0.388409, 0.388409, 4.50684e-05
1.79173, 0.017322, 1, 0.762724, 0.388809, 0.388809, 5.93524e-06
1.81162, 0.017326, 1, 0.719782, 0.388882, 0.388882, 5.48988e-06
1.83146, 0.017331, 1, 0.67757, 0.388995, 0.388995, 8.96004e-07
1.8513, 0.017335, 1, 0.635976, 0.389084, 0.389084, 3.2557e-06
1.87115, 0.017342, 1, 0.594976, 0.389224, 0.389224, 9.48817e-06
1.89101, 0.017352, 1, 0.554543, 0.389432, 0.389432, 8.28112e-06
1.91091, 0.017355, 1, 0.514655, 0.389487, 0.389487, -4.11127e-07
1.93086, 0.017349, 1, 0.475285, 0.389354, 0.389354, 1.87021e-05
1.95092, 0.017321, 1, 0.436258, 0.388699, 0.388699, -3.39346e-05
1.97132, 0.017196, 1, 0.39729, 0.386208, 0.386208, -3.37636e-05
1.9917, 0.017306, 1, 0.358938, 0.388413, 0.388413, 7.6385e-05
2.01173, 0.017327, 1, 0.321794, 0.388937, 0.388937, -6.02647e-05
2.0316, 0.017342, 1, 0.28552, 0.389112, 0.389112, 0.000147967
2.05145, 0.017346, 1, 0.249959, 0.389471, 0.389471, -0.000275727
2.07119, 0.01735, 1, 0.21494, 0.389162, 0.389161, 0.00042303
2.09079, 0.017312, 1, 0.181085, 0.389044, 0.389044, -0.000646
2.11017, 0.017122, 1, 0.14757, 0.384203, 0.384202, 0.000607158
2.12905, 0.016593, 1, 0.116215, 0.373907, 0.373906, -0.000918431
2.14773, 0.016038, 1, 0.0844458, 0.3608, 0.360798, 0.000986502
2.16604, 0.016085, 1, 0.0549016, 0.364276, 0.36426, -0.00342138
2.18365, 0.017318, 1, 0.0257762, 0.386497, 0.38635, 0.0106763
0.017949, 0.381929, 1, 5.55673, 0.389454, 0.389296, 0.0110987
0.017676, 0.360971, 1, 5.57288, 0.633781, 0.633326, 0.0240201
0.01733, 0.341027, 1, 5.60265, 0.842622, 0.841987, 0.0327212
0.017196, 0.321434, 1, 5.6481, 1.02195, 1.02081, 0.0480771
0.01716, 0.302083, 1, 5.70068, 1.16945, 1.16756, 0.0665633
0.017081, 0.282755, 1, 5.75591, 1.28245, 1.28067, 0.0674911
0.017125, 0.263393, 1, 5.81791, 1.36831, 1.36764, 0.0430175
0.017208, 0.243979, 1, 5.88926, 1.43592, 1.43589, 0.00916713
0.017328, 0.224465, 1, 5.95153, 1.48332, 1.48332, -0.00121891
0.017443, 0.204968, 1, 5.97692, 1.49752, 1.49752, 0.00289721
0.017454, 0.185463, 1, 5.96557, 1.48394, 1.48393, -0.00462679
0.01743, 0.165864, 1, 5.92137, 1.44401, 1.44401, 0.00161897
0.017408, 0.146304, 1, 5.84572, 1.37065, 1.37065, 0.00235936
0.017304, 0.126779, 1, 5.76514, 1.2755, 1.27538, -0.0174373
0.017108, 0.107281, 1, 5.69702, 1.15754, 1.15721, -0.0278472
0.016853, 0.087765, 1, 5.63994, 1.00921, 1.00883, -0.027629
0.017125, 0.067905, 1, 5.59654, 0.829479, 0.829057, -0.0264715
0.018334, 0.0476, 1, 5.57009, 0.617665, 0.617228, -0.0232259
0.018271, 0.026852, 1, 5.55637, 0.373438, 0.373307, -0.00986947
2.18563, 0.035656, 1, 0.0202275, 0.719532, 0.719314, 0.0176978
2.18603, 0.054591, 1, 0.0248404, 0.949989, 0.949962, 0.00719662
2.18519, 0.073738, 1, 0.025832, 1.08646, 1.08645, 0.00494541
2.18451, 0.093093, 1, 0.0265888, 1.15532, 1.15532, 0.00221888
2.18412, 0.112217, 1, 0.026425, 1.18484, 1.18484, 0.00143792
2.1842, 0.131829, 1, 0.0256675, 1.19632, 1.19632, 0.000880045
2.18437, 0.151539, 1, 0.025056, 1.20011, 1.20011, 0.000679531
2.1844, 0.170943, 1, 0.0248267, 1.20124, 1.20124, 0.000585511
2.18439, 0.190396, 1, 0.0247446, 1.20155, 1.20155, 0.000552009
2.18447, 0.210129, 1, 0.0246083, 1.2016, 1.2016, 0.000571614
2.18443, 0.22957, 1, 0.0246606, 1.2015, 1.20149, 0.000577686
2.18435, 0.249075, 1, 0.0248228, 1.20091, 1.20091, 0.000625894
2.18437, 0.268842, 1, 0.0249845, 1.19896, 1.19896, 0.000604776
2.18432, 0.2883, 1, 0.0252518, 1.19233, 1.19233, 0.000599338
2.18428, 0.307692, 1, 0.0259484, 1.17372, 1.17372, 0.00032036
2.18445, 0.327326, 1, 0.0261443, 1.12662, 1.12662, 0.000114453
2.18477, 0.346262, 1, 0.0257655, 1.02727, 1.02727, -0.00226455
2.18568, 0.364654, 1, 0.0233125, 0.851877, 0.851873, -0.00246217
2.18473, 0.384647, 1, 0.0178012, 0.556078, 0.555862, -0.0155096
2.16656, 0.39213, 1, 0.0521456, 0.405127, 0.405121, 0.002209
2.14774, 0.391936, 1, 0.082928, 0.407346, 0.407343, 0.00137101
2.12858, 0.391106, 1, 0.114937, 0.423995, 0.423995, -0.000718243
2.10898, 0.391054, 1, 0.148058, 0.425633, 0.425632, 0.00049075
2.08904, 0.391455, 1, 0.182516, 0.416765, 0.416765, -0.00022304
2.06905, 0.392005, 1, 0.217442, 0.404531, 0.404531, 0.000101736
2.04903, 0.392333, 1, 0.253104, 0.397231, 0.397231, 2.51746e-06
2.02905, 0.39256, 1, 0.289263, 0.392235, 0.392235, 1.14833e-05
2.00898, 0.392663, 1, 0.326176, 0.389864, 0.389864, -4.57649e-06
